,order_id,product_name,Category,Brand,Price,Discount (%),Final_Price,Rating,Number of Reviews,Seller_Name	,Order_date,Order_Status,Payment_Method,Customer_Location,Quantity_Sold
173,ORD174,Perfume Puma,Toys,LG,12894,61,5028.66,3.8,1222,James Group,30-01-2025,Shipped,Net Banking,Hyderabad,7
174,ORD175,Laptop LG,Fashion,Amazon Basics,48298,52,23183.04,5.0,699,"Hughes, Green and Rasmussen",09-09-2023,Returned,UPI,Bangalore,3
175,ORD176,Running Shoes Philips,Home Decor,Adidas,15662,42,9083.96,2.9,415,Anderson Ltd,13-10-2024,Cancelled,Amazon Pay,Mumbai,1
176,ORD177,LED TV Revlon,Sports,Apple,48386,20,38708.8,4.9,873,"Vaughan, Osborn and Mejia",25-01-2024,Cancelled,Cash on Delivery,Bangalore,10
177,ORD178,Running Shoes Samsung,Grocery,Puma,23075,67,7614.75,2.5,1301,"Phillips, Rios and Johnson",22-09-2024,Delivered,Credit Card,Jaipur,4
178,ORD179,Smartphone Puma,Appliances,Nike,18022,17,14958.26,2.8,917,Glover-Morris,28-12-2024,Shipped,UPI,Bangalore,2
179,ORD180,Laptop Samsung,Appliances,Lenovo,7164,39,4370.04,4.6,126,Oliver-Daniel,02-04-2024,Delivered,Cash on Delivery,Jaipur,10
180,ORD181,Laptop Amazon Basics,Home Decor,Adidas,37330,13,32477.1,4.0,1240,"Gonzales, Martinez and Torres",13-05-2024,Delivered,Net Banking,Kolkata,7
181,ORD182,Smartphone Samsung,Electronics,Puma,48504,5,46078.8,3.4,982,Barber Ltd,15-09-2023,Processing,Credit Card,Pune,4
182,ORD183,LED TV Philips,Books,Puma,16451,67,5428.83,4.2,1423,Miranda-Jacobs,23-01-2025,Cancelled,Cash on Delivery,Mumbai,3
183,ORD184,Washing Machine LG,Sports,Samsung,8089,36,5176.96,4.4,398,"Baker, Clayton and Johnston",20-07-2023,Shipped,UPI,Chennai,9
184,ORD185,Perfume Samsung,Books,Revlon,45973,59,18848.93,2.7,1297,Rogers and Sons,03-06-2024,Shipped,Credit Card,Lucknow,3
185,ORD186,Washing Machine Lenovo,Home Decor,Lenovo,25236,56,11103.84,3.5,337,Castro Group,15-12-2024,Returned,UPI,Kolkata,6
186,ORD187,Gaming Console Philips,Sports,Samsung,3427,66,1165.18,4.2,525,Hale Inc,20-09-2024,Delivered,Debit Card,Bangalore,5
187,ORD188,Running Shoes Revlon,Grocery,Puma,22870,13,19896.9,3.2,1487,"Martin, Rose and Schmidt",25-05-2024,Returned,Debit Card,Hyderabad,2
188,ORD189,LED TV Puma,Fashion,Amazon Basics,17127,12,15071.76,3.5,1234,"Ward, Young and Green",13-06-2023,Returned,Debit Card,Lucknow,8
189,ORD190,Washing Machine Lenovo,Electronics,Puma,42674,12,37553.12,4.5,739,Harris-Wells,05-05-2023,Returned,Cash on Delivery,Jaipur,7
190,ORD191,Perfume Adidas,Fashion,Philips,23786,27,17363.78,3.3,123,"Rivas, Horton and Dean",05-09-2024,Returned,Amazon Pay,Hyderabad,7
191,ORD192,Washing Machine Nike,Books,Nike,44969,11,40022.41,4.7,342,Williams-Allen,28-02-2024,Delivered,Amazon Pay,Delhi,4
192,ORD193,Running Shoes Adidas,Electronics,Samsung,12886,52,6185.28,3.7,1129,Shannon LLC,15-04-2024,Cancelled,Credit Card,Bangalore,10
193,ORD194,Running Shoes Amazon Basics,Books,Samsung,6610,65,2313.5,3.9,1456,"Reilly, Hughes and Elliott",25-04-2024,Delivered,Debit Card,Hyderabad,6
194,ORD195,LED TV Philips,Toys,Nike,31181,57,13407.83,2.9,59,Mccarthy Group,13-08-2023,Delivered,Credit Card,Ahmedabad,4
195,ORD196,LED TV Nike,Electronics,Puma,47631,41,28102.29,4.3,1102,Nichols-Miller,08-07-2024,Shipped,Amazon Pay,Ahmedabad,3
196,ORD197,Smartphone Samsung,Electronics,Puma,27564,27,20121.72,4.5,1243,Moore-Avila,05-04-2024,Shipped,Debit Card,Chennai,4
197,ORD198,Washing Machine Nike,Fashion,Apple,3065,22,2390.7,3.3,1356,Robinson-Peterson,03-10-2024,Cancelled,Debit Card,Bangalore,5
198,ORD199,Smartphone LG,Appliances,Samsung,23321,20,18656.8,2.8,259,"Johnson, Rogers and Franco",23-05-2023,Shipped,Debit Card,Mumbai,10
199,ORD200,Perfume Nike,Beauty,Revlon,7170,43,4086.9,3.2,957,Scott-Welch,10-12-2023,Processing,Cash on Delivery,Bangalore,4
200,ORD201,LED TV LG,Toys,Apple,21508,13,18711.96,3.9,1391,Arias LLC,02-01-2024,Shipped,Cash on Delivery,Hyderabad,3
201,ORD202,Washing Machine LG,Sports,Philips,28426,29,20182.46,2.0,810,"Davis, Moore and Vega",29-12-2024,Delivered,Amazon Pay,Ahmedabad,8
202,ORD203,Running Shoes Puma,Sports,Philips,2192,22,1709.76,4.7,854,Zhang PLC,15-07-2023,Returned,Debit Card,Lucknow,6
203,ORD204,Perfume Adidas,Toys,Lenovo,34362,64,12370.32,3.5,54,Franklin-Escobar,07-09-2024,Returned,Net Banking,Hyderabad,10
204,ORD205,Gaming Console Apple,Appliances,Revlon,38360,48,19947.2,3.0,1273,Garcia Inc,04-02-2025,Delivered,Cash on Delivery,Pune,4
205,ORD206,Laptop Amazon Basics,Grocery,Lenovo,46995,34,31016.7,3.8,936,Martin-Love,08-11-2023,Delivered,Cash on Delivery,Delhi,3
206,ORD207,Smartphone Amazon Basics,Beauty,Amazon Basics,26219,42,15207.02,3.3,14,Hickman-Berg,29-11-2023,Delivered,UPI,Mumbai,4
207,ORD208,Running Shoes Samsung,Home Decor,Revlon,24168,32,16434.24,2.9,529,Maldonado-Miller,14-09-2024,Processing,Cash on Delivery,Kolkata,3
208,ORD209,LED TV Adidas,Beauty,Nike,33258,60,13303.2,3.6,396,"Petersen, Parker and Johnston",13-02-2024,Returned,UPI,Jaipur,2
209,ORD210,Running Shoes Amazon Basics,Grocery,Revlon,23644,41,13949.96,2.3,913,Williams LLC,05-09-2023,Delivered,UPI,Hyderabad,2
210,ORD211,Perfume Lenovo,Beauty,Philips,15279,55,6875.55,4.1,150,Buck Ltd,12-01-2025,Shipped,Amazon Pay,Pune,8
211,ORD212,Smartphone Revlon,Appliances,Samsung,36518,35,23736.7,3.7,894,Santiago-Ramirez,03-09-2024,Processing,Amazon Pay,Mumbai,10
212,ORD213,Running Shoes Amazon Basics,Fashion,Amazon Basics,39028,13,33954.36,3.5,947,Morris PLC,17-12-2024,Processing,Credit Card,Lucknow,5
213,ORD214,Smartphone Revlon,Toys,Amazon Basics,27373,68,8759.36,4.6,781,Lamb-Martinez,10-01-2024,Cancelled,Cash on Delivery,Kolkata,4
214,ORD215,Washing Machine Philips,Grocery,Nike,16288,58,6840.96,3.7,1433,Campbell Ltd,02-01-2025,Shipped,Cash on Delivery,Kolkata,1
215,ORD216,Gaming Console Apple,Home Decor,Amazon Basics,30596,13,26618.52,2.1,1018,"Wagner, Stokes and Robinson",27-03-2024,Processing,Amazon Pay,Hyderabad,9
216,ORD217,LED TV Puma,Electronics,LG,18345,55,8255.25,4.7,128,Delgado-Luna,02-11-2024,Delivered,Net Banking,Lucknow,8
217,ORD218,Washing Machine Apple,Home Decor,Puma,12210,11,10866.9,4.2,832,"Turner, Moore and Davis",22-07-2024,Cancelled,Credit Card,Bangalore,2
218,ORD219,Laptop LG,Beauty,Apple,10763,58,4520.46,2.2,1367,Lopez Group,04-09-2023,Processing,Credit Card,Lucknow,6
219,ORD220,Gaming Console Nike,Grocery,Revlon,40685,56,17901.4,3.9,255,Lee Ltd,27-03-2024,Processing,Debit Card,Bangalore,4
220,ORD221,Running Shoes Apple,Appliances,Apple,10592,7,9850.56,4.9,514,Gregory-Lewis,01-05-2024,Delivered,Net Banking,Pune,6
221,ORD222,Washing Machine Nike,Sports,Puma,20943,27,15288.39,2.1,1395,Sims PLC,09-01-2025,Delivered,Net Banking,Jaipur,10
222,ORD223,Running Shoes LG,Beauty,Amazon Basics,29301,64,10548.36,5.0,634,"Cardenas, Ryan and Fowler",27-07-2024,Delivered,Amazon Pay,Ahmedabad,9
223,ORD224,Laptop Nike,Electronics,Revlon,11557,70,3467.1,2.1,678,Beard and Sons,01-07-2024,Cancelled,Credit Card,Hyderabad,7
224,ORD225,Gaming Console Amazon Basics,Fashion,LG,7389,31,5098.41,2.6,883,Brady Inc,12-03-2023,Processing,Amazon Pay,Jaipur,4
225,ORD226,Gaming Console Puma,Appliances,Revlon,2775,16,2331.0,3.5,522,Medina LLC,14-10-2023,Returned,Credit Card,Lucknow,3
226,ORD227,Running Shoes Revlon,Books,Adidas,5369,22,4187.82,2.2,985,Cunningham PLC,01-12-2024,Processing,Cash on Delivery,Jaipur,6
227,ORD228,Smartphone Adidas,Grocery,Adidas,39975,59,16389.75,2.5,1411,"Aguilar, Bass and Poole",04-03-2024,Cancelled,Credit Card,Pune,5
228,ORD229,Smartphone Apple,Home Decor,LG,34636,51,16971.64,2.2,91,Martin Ltd,26-07-2023,Cancelled,Credit Card,Ahmedabad,1
229,ORD230,Running Shoes Apple,Appliances,Lenovo,13816,14,11881.76,3.4,294,Moyer-Lee,04-01-2025,Shipped,UPI,Jaipur,1
230,ORD231,Perfume Samsung,Sports,Lenovo,20882,32,14199.76,4.6,921,Wyatt and Sons,31-03-2024,Shipped,Cash on Delivery,Lucknow,3
231,ORD232,Smartphone Revlon,Books,Samsung,34328,54,15790.88,4.8,237,Wade LLC,13-11-2023,Cancelled,Cash on Delivery,Chennai,4
232,ORD233,Smartphone Adidas,Books,Revlon,12705,44,7114.8,2.1,1051,Smith and Sons,22-03-2023,Processing,UPI,Delhi,7
233,ORD234,Washing Machine Adidas,Sports,Lenovo,36042,19,29194.02,3.0,354,"Goodwin, Jackson and Joseph",20-02-2025,Returned,UPI,Lucknow,3
234,ORD235,Running Shoes Revlon,Electronics,Nike,42784,32,29093.12,2.3,444,Newton-Morris,06-11-2024,Processing,Credit Card,Chennai,9
235,ORD236,Perfume Puma,Beauty,LG,8052,23,6200.04,4.7,300,"Miller, Baker and Wallace",09-08-2023,Delivered,Net Banking,Chennai,6
236,ORD237,Washing Machine Revlon,Toys,Puma,35101,54,16146.46,3.9,1452,"Mckinney, Hughes and Walter",23-03-2024,Shipped,Net Banking,Mumbai,1
237,ORD238,Running Shoes Nike,Beauty,Samsung,35307,70,10592.1,3.8,1050,Mays-Mullen,07-06-2024,Returned,Debit Card,Delhi,3
238,ORD239,Washing Machine LG,Beauty,Adidas,18820,60,7528.0,4.7,221,Griffin LLC,06-02-2024,Processing,Amazon Pay,Pune,10
239,ORD240,Running Shoes Amazon Basics,Beauty,Nike,18751,24,14250.76,2.5,1125,Sanders-Obrien,12-03-2023,Cancelled,Credit Card,Lucknow,5
240,ORD241,Smartphone Lenovo,Fashion,Philips,45617,35,29651.05,4.1,964,Buchanan-Becker,02-08-2024,Cancelled,Net Banking,Mumbai,8
241,ORD242,Smartphone Puma,Beauty,Amazon Basics,2132,52,1023.36,3.0,58,"Kirk, Mayer and King",30-11-2024,Shipped,Net Banking,Delhi,5
242,ORD243,LED TV Revlon,Grocery,Philips,5674,27,4142.02,2.9,1238,Colon-Smith,16-08-2024,Processing,Credit Card,Kolkata,2
243,ORD244,LED TV Lenovo,Home Decor,Adidas,39481,34,26057.46,3.3,867,Kelley and Sons,05-11-2023,Cancelled,Amazon Pay,Ahmedabad,6
244,ORD245,Washing Machine Samsung,Beauty,Puma,22763,11,20259.07,2.7,1279,"Mitchell, Long and Cohen",09-03-2024,Delivered,Net Banking,Ahmedabad,4
245,ORD246,Laptop Philips,Home Decor,Amazon Basics,24082,67,7947.06,3.7,1139,Estes Ltd,16-04-2023,Delivered,Debit Card,Pune,1
246,ORD247,Perfume Revlon,Toys,Apple,15287,68,4891.84,4.1,1471,Ray-Ruiz,12-12-2024,Delivered,Cash on Delivery,Hyderabad,1
247,ORD248,Smartphone Nike,Books,Amazon Basics,44745,31,30874.05,2.2,479,Lopez Inc,03-08-2024,Shipped,Cash on Delivery,Ahmedabad,10
248,ORD249,Smartphone Revlon,Grocery,Revlon,10142,68,3245.44,3.8,764,"Powers, Mann and Webb",15-12-2023,Delivered,Net Banking,Hyderabad,9
249,ORD250,Perfume Apple,Sports,Nike,10744,69,3330.64,4.5,812,Schroeder-Wang,17-08-2024,Delivered,Amazon Pay,Chennai,2
250,ORD251,Smartphone Nike,Books,Philips,48349,9,43997.59,2.4,1414,Huang-Wade,23-12-2023,Processing,Net Banking,Lucknow,5
251,ORD252,LED TV Philips,Beauty,Revlon,15206,61,5930.34,2.5,1486,"Wright, Sanders and Baldwin",10-07-2024,Processing,Cash on Delivery,Bangalore,2
252,ORD253,Gaming Console Samsung,Electronics,LG,30661,50,15330.5,2.1,1140,Woods-Rangel,03-12-2023,Processing,Net Banking,Delhi,3
253,ORD254,LED TV Lenovo,Books,Samsung,7030,32,4780.4,4.6,711,Kaiser-Ward,12-12-2023,Shipped,Cash on Delivery,Hyderabad,6
254,ORD255,Laptop Nike,Electronics,Puma,10955,58,4601.1,4.3,282,"Moore, Flores and Wright",31-10-2023,Shipped,Debit Card,Pune,7
255,ORD256,LED TV Amazon Basics,Beauty,Lenovo,4279,36,2738.56,3.1,55,"Jones, Stewart and Ochoa",11-04-2024,Processing,Amazon Pay,Chennai,6
256,ORD257,Gaming Console Nike,Appliances,Puma,3959,58,1662.78,4.4,429,Wilson and Sons,26-02-2024,Processing,Net Banking,Pune,2
257,ORD258,Washing Machine Philips,Beauty,Revlon,12945,21,10226.55,4.9,684,Rice Inc,07-05-2024,Returned,Cash on Delivery,Bangalore,6
258,ORD259,Gaming Console Amazon Basics,Home Decor,Revlon,36573,38,22675.26,2.2,295,Brown Ltd,01-07-2023,Cancelled,Amazon Pay,Hyderabad,10
259,ORD260,Washing Machine Puma,Books,Revlon,20412,69,6327.72,3.1,489,Collins-Williams,03-09-2024,Cancelled,Cash on Delivery,Delhi,1
260,ORD261,Perfume Apple,Beauty,Philips,46988,14,40409.68,5.0,373,Wagner PLC,24-03-2023,Shipped,Credit Card,Lucknow,4
261,ORD262,Perfume Lenovo,Toys,Apple,12478,45,6862.9,4.6,466,Curry-Clark,28-03-2024,Shipped,Amazon Pay,Kolkata,2
262,ORD263,Gaming Console Samsung,Beauty,Philips,35055,12,30848.4,4.7,300,Jackson LLC,31-01-2025,Processing,Debit Card,Delhi,2
263,ORD264,LED TV Amazon Basics,Books,Revlon,28926,67,9545.58,4.2,228,Rivera-Barron,14-01-2025,Processing,Debit Card,Lucknow,3
264,ORD265,Smartphone Apple,Grocery,Revlon,32052,58,13461.84,3.9,838,Wolf and Sons,17-04-2023,Delivered,UPI,Mumbai,8
265,ORD266,Perfume LG,Home Decor,Nike,6647,51,3257.03,4.6,402,Matthews-Montes,11-05-2024,Returned,Cash on Delivery,Chennai,6
266,ORD267,Running Shoes LG,Beauty,Apple,34614,31,23883.66,3.6,676,Nelson-Turner,06-06-2024,Delivered,Net Banking,Delhi,10
267,ORD268,Smartphone Puma,Appliances,Samsung,2697,63,997.89,2.8,910,Mccarthy LLC,25-01-2025,Cancelled,Debit Card,Lucknow,3
268,ORD269,Running Shoes Philips,Fashion,Puma,42820,47,22694.6,4.2,290,White-Hall,07-04-2023,Cancelled,Net Banking,Hyderabad,3
269,ORD270,Gaming Console Puma,Fashion,Adidas,32470,26,24027.8,2.3,716,Anderson-Sexton,30-05-2023,Processing,UPI,Kolkata,10
270,ORD271,Laptop LG,Grocery,Lenovo,1115,62,423.7,2.4,711,"Hill, Moses and Scott",22-11-2024,Delivered,Amazon Pay,Kolkata,5
271,ORD272,Running Shoes Philips,Toys,Apple,41435,16,34805.4,4.8,652,Melton-Boyer,10-09-2023,Processing,Net Banking,Lucknow,4
272,ORD273,LED TV Lenovo,Books,Nike,19866,40,11919.6,2.7,1294,Gill-Carpenter,21-04-2024,Delivered,Credit Card,Hyderabad,1
273,ORD274,Smartphone LG,Grocery,Apple,45148,9,41084.68,4.2,902,Lawson-Melendez,14-06-2023,Delivered,UPI,Hyderabad,7
274,ORD275,Perfume Apple,Home Decor,Lenovo,8444,70,2533.2,3.4,195,"Brooks, Roman and Olson",17-02-2024,Processing,Debit Card,Lucknow,3
275,ORD276,Laptop LG,Toys,Nike,38566,46,20825.64,2.3,81,Madden Inc,02-05-2024,Processing,Cash on Delivery,Bangalore,10
276,ORD277,Washing Machine Lenovo,Books,Amazon Basics,33775,36,21616.0,5.0,1184,"Owens, Myers and Carter",06-05-2024,Returned,Debit Card,Jaipur,3
277,ORD278,Smartphone Adidas,Grocery,Apple,23321,25,17490.75,3.6,1477,Blake-Winters,06-11-2023,Delivered,Credit Card,Chennai,3
278,ORD279,Running Shoes Samsung,Beauty,Revlon,44906,42,26045.48,4.6,1145,Pham and Sons,30-07-2024,Cancelled,Credit Card,Bangalore,8
279,ORD280,Gaming Console Revlon,Beauty,Revlon,14309,19,11590.29,2.9,235,Moore Group,03-01-2024,Shipped,UPI,Lucknow,5
280,ORD281,Smartphone Samsung,Sports,Amazon Basics,23875,21,18861.25,3.2,113,Fernandez-Hines,07-08-2024,Delivered,Credit Card,Delhi,2
281,ORD282,Gaming Console Adidas,Appliances,Puma,11435,64,4116.6,3.4,583,"Harmon, Jones and Reese",02-04-2023,Delivered,Debit Card,Mumbai,8
282,ORD283,Gaming Console Puma,Books,Amazon Basics,28928,5,27481.6,3.3,1451,Salinas PLC,19-05-2024,Processing,Amazon Pay,Bangalore,10
283,ORD284,Running Shoes Revlon,Sports,Philips,13483,47,7145.99,2.1,743,Campbell and Sons,04-06-2023,Delivered,Net Banking,Kolkata,1
284,ORD285,Running Shoes Puma,Appliances,Adidas,39049,33,26162.83,2.2,1040,Cook-Erickson,14-03-2023,Returned,Credit Card,Hyderabad,8
285,ORD286,LED TV Samsung,Sports,Nike,17881,49,9119.31,2.3,61,Huffman-Doyle,03-09-2024,Cancelled,Net Banking,Pune,10
286,ORD287,Running Shoes Nike,Beauty,LG,37369,57,16068.67,2.4,638,Beasley-Rojas,25-02-2025,Processing,Net Banking,Bangalore,10
287,ORD288,Laptop Samsung,Fashion,Adidas,36993,7,34403.49,4.2,1045,Contreras-Charles,24-06-2024,Returned,Amazon Pay,Pune,4
288,ORD289,Washing Machine Adidas,Books,Philips,49246,64,17728.56,2.9,1359,Chapman and Sons,10-10-2024,Shipped,Amazon Pay,Chennai,4
289,ORD290,LED TV Puma,Appliances,Nike,10800,67,3564.0,3.6,205,"Richardson, Terry and Watts",22-12-2024,Shipped,Amazon Pay,Kolkata,6
290,ORD291,LED TV Nike,Sports,Amazon Basics,32593,20,26074.4,3.1,66,Kim Inc,07-12-2024,Processing,Debit Card,Delhi,8
291,ORD292,Laptop Nike,Books,Adidas,26444,41,15601.96,4.6,244,Bailey-Dorsey,04-02-2024,Processing,Cash on Delivery,Delhi,7
292,ORD293,Gaming Console Revlon,Toys,Philips,29998,17,24898.34,4.6,1189,Robinson-Jimenez,15-09-2023,Processing,Cash on Delivery,Ahmedabad,3
293,ORD294,Washing Machine Lenovo,Appliances,Philips,47143,13,41014.41,4.7,1026,Payne and Sons,08-11-2024,Delivered,Amazon Pay,Mumbai,2
294,ORD295,Washing Machine Philips,Electronics,Amazon Basics,2361,36,1511.04,4.6,724,Vasquez-Woods,08-09-2024,Cancelled,Debit Card,Pune,3
295,ORD296,Gaming Console Philips,Beauty,Puma,11203,50,5601.5,4.5,973,Munoz and Sons,18-01-2025,Shipped,UPI,Chennai,10
296,ORD297,Gaming Console LG,Electronics,Amazon Basics,26080,15,22168.0,3.6,1163,Holland-Rodriguez,03-07-2024,Returned,Net Banking,Ahmedabad,5
297,ORD298,Gaming Console Philips,Home Decor,Puma,32452,9,29531.32,2.5,382,"Lester, Mcgee and Donovan",08-03-2023,Returned,UPI,Jaipur,8
298,ORD299,Gaming Console Amazon Basics,Fashion,Lenovo,31246,31,21559.74,3.9,1151,Miller-Miller,07-06-2023,Cancelled,Cash on Delivery,Pune,4
299,ORD300,Gaming Console Nike,Home Decor,Revlon,3299,16,2771.16,3.7,1249,Ryan-Mckinney,24-10-2024,Delivered,Credit Card,Mumbai,10
300,ORD301,Perfume Revlon,Electronics,Nike,13180,27,9621.4,2.0,257,Doyle PLC,28-03-2024,Shipped,Cash on Delivery,Mumbai,1
301,ORD302,Running Shoes LG,Home Decor,Puma,42859,24,32572.84,2.6,257,"Dunn, Cooper and Johnston",13-08-2024,Processing,Debit Card,Jaipur,5
302,ORD303,LED TV Revlon,Books,Lenovo,37276,43,21247.32,2.5,864,Smith-Garza,19-08-2023,Returned,UPI,Bangalore,6
303,ORD304,Perfume Philips,Beauty,Samsung,7530,7,7002.9,3.9,1201,"Jones, Weaver and Allen",14-05-2024,Cancelled,Debit Card,Mumbai,9
304,ORD305,Smartphone Philips,Toys,Puma,9168,37,5775.84,3.1,121,"Roberts, Jackson and Peters",07-10-2023,Cancelled,UPI,Chennai,4
305,ORD306,Laptop Revlon,Appliances,Nike,35538,8,32694.96,2.2,1050,"Malone, Schmidt and Haney",15-08-2024,Processing,Credit Card,Mumbai,1
306,ORD307,Laptop LG,Home Decor,Puma,42942,69,13312.02,4.6,504,"Wilcox, Watson and Torres",13-12-2024,Cancelled,UPI,Lucknow,2
307,ORD308,Laptop Philips,Home Decor,Apple,23366,41,13785.94,4.3,1347,Haas and Sons,28-08-2023,Returned,Cash on Delivery,Pune,6
308,ORD309,Laptop LG,Beauty,Philips,20601,49,10506.51,3.8,34,Lee-Hood,18-03-2023,Delivered,Debit Card,Mumbai,8
309,ORD310,Perfume Nike,Grocery,Revlon,23958,23,18447.66,2.6,659,"White, Buck and Williams",14-09-2024,Shipped,UPI,Hyderabad,5
310,ORD311,Gaming Console Adidas,Home Decor,Nike,17903,12,15754.64,2.9,891,"Werner, Hendrix and Turner",08-09-2024,Delivered,Net Banking,Ahmedabad,3
311,ORD312,Laptop Apple,Beauty,Revlon,47210,26,34935.4,4.9,605,Allen-Davis,02-10-2023,Shipped,Credit Card,Ahmedabad,10
312,ORD313,Gaming Console Adidas,Fashion,Apple,7121,10,6408.9,3.8,822,Mason-Cross,13-12-2023,Shipped,Credit Card,Bangalore,9
313,ORD314,Smartphone Adidas,Appliances,Lenovo,20750,56,9130.0,2.3,1381,Coleman-Jones,20-06-2023,Returned,Debit Card,Jaipur,2
314,ORD315,Laptop Nike,Beauty,Lenovo,29939,22,23352.42,3.7,268,Evans Ltd,07-04-2023,Cancelled,Net Banking,Jaipur,9
315,ORD316,Gaming Console Apple,Books,Philips,6926,28,4986.72,4.4,1384,Beck LLC,24-02-2024,Delivered,Amazon Pay,Delhi,3
316,ORD317,Perfume Philips,Beauty,LG,20306,37,12792.78,2.8,678,Benton-Kelley,07-09-2024,Returned,Debit Card,Kolkata,9
317,ORD318,Perfume Revlon,Beauty,Samsung,17660,42,10242.8,4.1,303,Floyd PLC,15-10-2023,Returned,UPI,Pune,4
318,ORD319,Laptop Revlon,Beauty,Apple,42951,61,16750.89,3.5,245,"Sullivan, Moore and Faulkner",21-07-2024,Processing,Amazon Pay,Kolkata,5
319,ORD320,Perfume Nike,Toys,Nike,41168,21,32522.72,4.2,113,Griffin-Ruiz,09-08-2023,Cancelled,Net Banking,Lucknow,6
320,ORD321,LED TV Adidas,Home Decor,Lenovo,38121,55,17154.45,3.3,1029,"Morton, Perez and Bridges",05-02-2024,Shipped,UPI,Ahmedabad,8
321,ORD322,Running Shoes Philips,Fashion,LG,18666,27,13626.18,2.6,794,"Bridges, Hill and Martin",19-05-2024,Returned,Amazon Pay,Pune,7
322,ORD323,LED TV Philips,Toys,Revlon,9651,32,6562.68,3.1,1180,Brown and Sons,13-05-2024,Cancelled,UPI,Delhi,9
323,ORD324,Running Shoes Puma,Home Decor,Puma,33760,18,27683.2,3.5,429,"Villarreal, Mcbride and Ferguson",03-09-2024,Shipped,UPI,Chennai,9
324,ORD325,Smartphone Revlon,Grocery,Amazon Basics,29811,14,25637.46,3.0,191,Guerrero Ltd,27-03-2023,Processing,Debit Card,Jaipur,5
325,ORD326,LED TV Lenovo,Books,Revlon,47498,28,34198.56,2.5,1020,Rhodes-Meyer,18-07-2023,Processing,UPI,Lucknow,8
326,ORD327,Smartphone Philips,Electronics,LG,30718,62,11672.84,2.9,199,Sutton-Thompson,02-08-2023,Returned,Net Banking,Bangalore,7
327,ORD328,Smartphone Lenovo,Sports,Samsung,6595,68,2110.4,2.1,1311,York-Jones,17-05-2024,Processing,Cash on Delivery,Chennai,6
328,ORD329,Gaming Console Lenovo,Books,Puma,8455,67,2790.15,3.7,438,Warner Inc,05-03-2024,Returned,Cash on Delivery,Pune,5
329,ORD330,Smartphone Apple,Beauty,Amazon Basics,43255,29,30711.05,4.2,1340,Evans-Atkins,25-09-2023,Shipped,Credit Card,Jaipur,1
330,ORD331,Running Shoes Apple,Toys,Philips,2918,53,1371.46,2.3,1486,Huang-Mcdonald,11-04-2023,Delivered,Debit Card,Jaipur,8
331,ORD332,Running Shoes Lenovo,Grocery,Samsung,3955,17,3282.65,3.1,1148,Lambert-Lee,28-06-2023,Cancelled,Debit Card,Chennai,10
332,ORD333,Washing Machine Revlon,Electronics,Puma,39799,14,34227.14,2.4,930,Leonard-Mcdonald,17-05-2024,Delivered,Cash on Delivery,Delhi,1
333,ORD334,Running Shoes Amazon Basics,Grocery,Lenovo,9823,36,6286.72,4.6,430,Johnson-Curtis,10-05-2023,Delivered,UPI,Lucknow,10
334,ORD335,Laptop Nike,Appliances,Apple,26976,70,8092.8,4.7,1159,Hall Inc,16-01-2025,Cancelled,Cash on Delivery,Jaipur,5
335,ORD336,LED TV Philips,Grocery,Philips,5301,44,2968.56,3.2,651,"Maxwell, Mcgrath and Stuart",14-08-2023,Shipped,UPI,Lucknow,2
336,ORD337,Washing Machine Adidas,Electronics,LG,3914,44,2191.84,4.8,968,"Black, Walton and Brown",17-04-2023,Cancelled,Debit Card,Lucknow,6
337,ORD338,Perfume Revlon,Home Decor,Samsung,38980,11,34692.2,4.3,337,Hunt Group,01-12-2023,Shipped,UPI,Hyderabad,3
338,ORD339,Perfume Puma,Sports,Samsung,49886,31,34421.34,2.4,200,Carroll Inc,17-10-2023,Processing,Amazon Pay,Ahmedabad,4
339,ORD340,Smartphone LG,Grocery,Lenovo,5570,35,3620.5,2.9,536,"Diaz, Holt and Miller",30-07-2023,Delivered,Net Banking,Jaipur,4
340,ORD341,Washing Machine Lenovo,Toys,Puma,24892,52,11948.16,4.0,306,Kline-Copeland,22-07-2023,Returned,Credit Card,Delhi,4
341,ORD342,LED TV Lenovo,Books,Lenovo,34013,56,14965.72,2.5,1245,"Choi, Green and Dyer",29-03-2023,Shipped,Credit Card,Bangalore,2
342,ORD343,Running Shoes Revlon,Fashion,Amazon Basics,32924,57,14157.32,4.9,1274,Reyes-Ward,10-12-2023,Cancelled,Net Banking,Chennai,5
343,ORD344,Gaming Console Amazon Basics,Beauty,Nike,49827,57,21425.61,3.6,645,Davis-Sanchez,07-08-2023,Delivered,Credit Card,Pune,3
344,ORD345,Laptop Revlon,Appliances,Philips,43707,8,40210.44,2.6,570,Lee-Kim,18-09-2024,Delivered,UPI,Bangalore,8
345,ORD346,Smartphone Puma,Books,LG,27027,44,15135.12,3.0,221,"Chavez, West and Perkins",24-09-2023,Processing,Amazon Pay,Chennai,4
346,ORD347,Gaming Console Philips,Home Decor,Lenovo,22836,40,13701.6,3.9,810,Gonzales-Aguilar,18-09-2023,Returned,Cash on Delivery,Bangalore,3
347,ORD348,Laptop Philips,Beauty,Samsung,25018,6,23516.92,3.2,1108,Turner Inc,25-02-2024,Delivered,Credit Card,Hyderabad,10
